SrNo,CalendarDate,Sales,CategoryByGender,Categories,Brand,Colors,Size,In_Stock,Discount,Customer_Return,Rating
d949,06/08/17,5273,Women,Sneakers,Adidas,Blue,41,Yes,No,Yes,1
d950,07/08/17,5645,Women,Flip Flops,Aldo,Black,37,Yes,No,Yes,1
d951,08/08/17,5560,Women,Wedges,Tommy Hilfiger,White,38,Yes,Yes,Yes,3
d952,09/08/17,5398,Women,Flip Flops,Aldo,Black,40,Yes,Yes,Yes,1
d953,10/08/17,9490,Women,Boots,Coach,Pink,41,Yes,No,No,5
d954,11/08/17,5919,Women,Wedges,Kate Spade,Red,40,Yes,No,No,5
d955,12/08/17,6538,Women,Boots,Coach,Pink,40,Yes,Yes,No,5
d956,13/08/17,7202,Women,Boots,Adidas,Blue,37,Yes,Yes,Yes,3
d957,14/08/17,10597,Women,Flip Flops,Tommy Hilfiger,White,39,Yes,No,Yes,2
d958,15/08/17,8159,Women,Sneakers,Adidas,Blue,40,Yes,No,No,5
d959,16/08/17,7131,Women,Stilettos,Kate Spade,Red,39,Yes,Yes,No,5
d960,17/08/17,5938,Women,Stilettos,Tommy Hilfiger,White,41,Yes,No,No,5
d961,18/08/17,5780,Women,Boots,Tommy Hilfiger,White,39,Yes,No,Yes,3
d962,19/08/17,5410,Women,Flip Flops,Aldo,Black,40,Yes,No,Yes,1
d963,20/08/17,5804,Women,Boots,Aldo,Black,38,Yes,No,No,5
d964,21/08/17,5634,Women,Wedges,Coach,Pink,38,Yes,Yes,No,5
d965,22/08/17,6209,Women,Sneakers,Coach,Pink,40,Yes,Yes,No,5
d966,23/08/17,6030,Women,Stilettos,Adidas,Blue,40,Yes,No,Yes,3
d967,24/08/17,5510,Women,Flip Flops,Kate Spade,Red,38,Yes,No,Yes,2
d968,25/08/17,5791,Women,Stilettos,Aldo,Black,39,Yes,No,No,5
d969,26/08/17,6692,Women,Wedges,Tommy Hilfiger,White,40,Yes,Yes,No,5
d970,27/08/17,6159,Women,Flip Flops,Coach,Pink,38,Yes,Yes,No,5
d971,28/08/17,5833,Women,Sneakers,Aldo,Black,40,Yes,No,No,4
d972,29/08/17,6214,Women,Stilettos,Adidas,Blue,41,Yes,Yes,No,5
d973,30/08/17,5174,Women,Stilettos,Coach,Pink,39,Yes,Yes,Yes,1
d974,31/08/17,4573,Women,Flip Flops,Kate Spade,Red,39,Yes,Yes,Yes,3
d975,01/09/17,4678,Women,Flip Flops,Kate Spade,Red,37,Yes,No,No,5
d976,02/09/17,4651,Women,Flip Flops,Coach,Pink,38,Yes,No,Yes,1
d977,03/09/17,4603,Women,Flip Flops,Aldo,Black,39,Yes,No,No,5
d978,04/09/17,4684,Women,Stilettos,Kate Spade,Red,41,Yes,Yes,Yes,1
d979,05/09/17,5327,Women,Stilettos,Tommy Hilfiger,White,40,Yes,No,No,5
d980,06/09/17,5984,Women,Sneakers,Tommy Hilfiger,White,38,Yes,No,No,5
d981,07/09/17,6429,Women,Boots,Kate Spade,Red,38,Yes,No,No,4
d982,08/09/17,6669,Women,Boots,Kate Spade,Red,38,Yes,Yes,No,5
d983,09/09/17,6873,Women,Sneakers,Coach,Pink,41,Yes,No,Yes,1
d984,10/09/17,7043,Women,Wedges,Tommy Hilfiger,White,37,Yes,Yes,Yes,3
d985,11/09/17,8056,Women,Sneakers,Coach,Pink,39,Yes,No,No,5
d986,12/09/17,6941,Women,Stilettos,Coach,Pink,40,Yes,No,Yes,1
d987,13/09/17,6863,Women,Boots,Kate Spade,Red,37,Yes,No,No,5
d988,14/09/17,6863,Women,Flip Flops,Adidas,Blue,41,Yes,Yes,Yes,1
d989,15/09/17,6809,Women,Boots,Adidas,Blue,38,Yes,Yes,No,5
d990,16/09/17,6759,Women,Stilettos,Aldo,Black,38,Yes,Yes,No,5
d991,17/09/17,6424,Women,Boots,Adidas,Blue,40,No,Yes,Yes,3
d992,18/09/17,6090,Women,Flip Flops,Kate Spade,Red,38,Yes,Yes,No,5
d993,19/09/17,5864,Women,Boots,Adidas,Blue,40,Yes,Yes,Yes,3
d994,20/09/17,5978,Women,Sneakers,Adidas,Blue,39,Yes,No,No,3
d995,21/09/17,5411,Women,Flip Flops,Tommy Hilfiger,White,41,Yes,Yes,No,4
d996,22/09/17,5308,Women,Stilettos,Aldo,Black,37,Yes,No,No,5
d997,23/09/17,5255,Women,Flip Flops,Aldo,Black,40,Yes,Yes,No,5
d998,24/09/17,5058,Women,Sneakers,Tommy Hilfiger,White,38,Yes,Yes,No,5
d999,25/09/17,5034,Women,Flip Flops,Kate Spade,Red,41,Yes,Yes,No,5
d1000,26/09/17,5164,Women,Sneakers,Kate Spade,Red,40,Yes,Yes,No,5
d1001,27/09/17,4955,Women,Boots,Adidas,Blue,38,Yes,Yes,Yes,3
d1002,28/09/17,10041,Women,Flip Flops,Aldo,Black,38,Yes,No,No,5
d1003,29/09/17,9948,Women,Flip Flops,Tommy Hilfiger,White,39,Yes,Yes,No,3
d1004,30/09/17,9639,Women,Stilettos,Coach,Pink,37,Yes,No,Yes,3
d1005,01/10/17,8475,Women,Sneakers,Kate Spade,Red,38,Yes,Yes,No,4
d1006,02/10/17,8815,Women,Boots,Kate Spade,Red,39,Yes,No,No,5
d1007,03/10/17,8603,Women,Boots,Kate Spade,Red,38,Yes,No,No,5
d1008,04/10/17,8399,Women,Sneakers,Tommy Hilfiger,White,41,Yes,No,No,5
d1009,05/10/17,7725,Women,Stilettos,Aldo,Black,39,Yes,Yes,No,5
d1010,06/10/17,9145,Women,Flip Flops,Tommy Hilfiger,White,38,Yes,No,No,5
d1011,07/10/17,9160,Women,Stilettos,Coach,Pink,38,Yes,Yes,No,3
d1012,08/10/17,8829,Women,Boots,Aldo,Black,40,Yes,No,No,5
d1013,09/10/17,8504,Women,Boots,Tommy Hilfiger,White,38,Yes,No,Yes,3
d1014,10/10/17,7786,Women,Flip Flops,Kate Spade,Red,40,Yes,No,Yes,3
d1015,11/10/17,9168,Women,Wedges,Aldo,Black,38,Yes,No,No,4
d1016,12/10/17,8733,Women,Boots,Coach,Pink,39,Yes,No,No,5
d1017,13/10/17,8183,Women,Stilettos,Coach,Pink,37,Yes,No,No,5
d1018,14/10/17,8680,Women,Flip Flops,Kate Spade,Red,39,Yes,Yes,No,5
d1019,15/10/17,9582,Women,Sneakers,Aldo,Black,38,Yes,Yes,No,5
d1020,16/10/17,9148,Women,Sneakers,Kate Spade,Red,40,Yes,Yes,No,5
d1021,17/10/17,8699,Women,Boots,Aldo,Black,37,Yes,No,No,3
d1022,18/10/17,8149,Women,Boots,Coach,Pink,39,Yes,No,No,5
d1023,19/10/17,8523,Women,Flip Flops,Adidas,Blue,40,Yes,No,Yes,3
d1024,20/10/17,8452,Women,Flip Flops,Adidas,Blue,40,Yes,No,Yes,3
d1025,21/10/17,8486,Women,Flip Flops,Coach,Pink,38,Yes,No,No,4
d1026,22/10/17,7855,Women,Sneakers,Kate Spade,Red,39,Yes,Yes,No,5
d1027,23/10/17,7872,Women,Stilettos,Tommy Hilfiger,White,38,Yes,No,No,5
d1028,24/10/17,8934,Women,Wedges,Aldo,Black,37,Yes,No,No,5
d1029,25/10/17,8679,Women,Flip Flops,Kate Spade,Red,39,Yes,No,No,5
d1030,26/10/17,8706,Women,Flip Flops,Tommy Hilfiger,White,41,Yes,Yes,No,5
d1031,27/10/17,8888,Women,Sneakers,Aldo,Black,39,Yes,No,Yes,2
d1032,28/10/17,8990,Women,Flip Flops,Adidas,Blue,40,Yes,Yes,Yes,2
d1033,29/10/17,8314,Women,Flip Flops,Aldo,Black,37,Yes,No,No,5
d1034,30/10/17,8367,Women,Flip Flops,Coach,Pink,41,Yes,No,No,5
d1035,31/10/17,7737,Women,Flip Flops,Adidas,Blue,40,Yes,Yes,No,5
d1036,01/11/17,8041,Women,Sneakers,Coach,Pink,41,Yes,No,Yes,1
d1037,02/11/17,8703,Women,Sneakers,Aldo,Black,38,Yes,Yes,No,5
d1038,03/11/17,8265,Women,Sneakers,Aldo,Black,41,Yes,No,No,5
d1039,04/11/17,8364,Women,Sneakers,Adidas,Blue,38,Yes,No,No,5
d1040,05/11/17,8307,Women,Stilettos,Kate Spade,Red,41,Yes,No,No,5
d1041,06/11/17,9272,Women,Sneakers,Tommy Hilfiger,White,41,Yes,No,Yes,1
d1042,07/11/17,9115,Women,Stilettos,Adidas,Blue,38,Yes,No,No,5
d1043,08/11/17,8856,Women,Stilettos,Coach,Pink,37,Yes,No,No,5
d1044,09/11/17,12616,Women,Sneakers,Adidas,Blue,41,Yes,Yes,Yes,1
d1045,10/11/17,9527,Women,Stilettos,Adidas,Blue,39,Yes,No,No,5
d1046,11/11/17,10690,Women,Flip Flops,Aldo,Black,37,Yes,Yes,Yes,3
d1047,12/11/17,12205,Women,Boots,Kate Spade,Red,41,Yes,No,No,5
d1048,13/11/17,15116,Women,Stilettos,Kate Spade,Red,37,Yes,Yes,Yes,2
d1049,14/11/17,7735,Women,Flip Flops,Kate Spade,Red,37,Yes,No,Yes,1
d1050,15/11/17,8730,Women,Flip Flops,Tommy Hilfiger,White,39,Yes,No,Yes,2
d1051,16/11/17,8096,Women,Flip Flops,Tommy Hilfiger,White,41,Yes,No,No,4
d1052,17/11/17,8226,Women,Stilettos,Adidas,Blue,39,Yes,No,No,5
d1053,18/11/17,7822,Women,Boots,Coach,Pink,40,Yes,Yes,No,5
d1054,19/11/17,9445,Women,Boots,Adidas,Blue,37,Yes,No,Yes,1
d1055,20/11/17,9961,Women,Flip Flops,Kate Spade,Red,38,Yes,Yes,No,5
d1056,21/11/17,10651,Women,Sneakers,Kate Spade,Red,37,Yes,No,Yes,3
d1057,22/11/17,9173,Women,Stilettos,Coach,Pink,38,Yes,No,No,5
d1058,23/11/17,9352,Women,Stilettos,Coach,Pink,37,Yes,No,Yes,2
d1059,24/11/17,9003,Women,Boots,Tommy Hilfiger,White,41,Yes,Yes,Yes,1
d1060,25/11/17,8982,Women,Sneakers,Tommy Hilfiger,White,40,Yes,No,Yes,2
d1061,26/11/17,8279,Women,Boots,Aldo,Black,41,Yes,No,No,4
d1062,27/11/17,8787,Women,Sneakers,Coach,Pink,39,Yes,No,No,5
d1063,28/11/17,9498,Women,Boots,Tommy Hilfiger,White,40,Yes,No,No,4
d1064,29/11/17,9082,Women,Boots,Kate Spade,Red,37,Yes,Yes,No,4
d1065,30/11/17,9374,Women,Flip Flops,Kate Spade,Red,40,Yes,No,No,5
d1066,01/12/17,8550,Women,Flip Flops,Adidas,Blue,39,Yes,No,No,5
d1067,02/12/17,9414,Women,Sneakers,Adidas,Blue,39,Yes,No,No,4
d1068,03/12/17,8957,Women,Boots,Coach,Pink,39,Yes,No,Yes,1
d1069,04/12/17,8360,Women,Stilettos,Tommy Hilfiger,White,41,Yes,No,No,5
d1070,05/12/17,8579,Women,Sneakers,Coach,Pink,38,Yes,Yes,No,5
d1071,06/12/17,9292,Women,Flip Flops,Kate Spade,Red,40,Yes,No,No,5
d1072,07/12/17,8973,Women,Stilettos,Tommy Hilfiger,White,38,Yes,Yes,No,5
d1073,08/12/17,9220,Women,Sneakers,Coach,Pink,38,Yes,No,No,4
d1074,09/12/17,8648,Women,Stilettos,Adidas,Blue,40,Yes,No,No,4
d1075,10/12/17,8836,Women,Sneakers,Adidas,Blue,41,Yes,No,No,5
d1076,11/12/17,8619,Women,Sneakers,Aldo,Black,37,Yes,Yes,No,5
d1077,12/12/17,8499,Women,Sneakers,Kate Spade,Red,41,Yes,Yes,No,4
d1078,13/12/17,8299,Women,Boots,Coach,Pink,39,Yes,No,Yes,1
d1079,14/12/17,8070,Women,Boots,Coach,Pink,41,Yes,No,No,5
d1080,15/12/17,8923,Women,Boots,Tommy Hilfiger,White,37,Yes,No,No,5
d1081,16/12/17,8567,Women,Flip Flops,Tommy Hilfiger,White,37,Yes,Yes,No,5
d1082,17/12/17,8950,Women,Boots,Aldo,Black,37,Yes,No,No,5
d1083,18/12/17,9125,Women,Sneakers,Tommy Hilfiger,White,38,Yes,Yes,No,4
d1084,19/12/17,8913,Women,Boots,Coach,Pink,37,Yes,Yes,No,4
d1085,20/12/17,8483,Women,Boots,Coach,Pink,37,Yes,Yes,No,5
d1086,21/12/17,8709,Women,Boots,Tommy Hilfiger,White,40,Yes,Yes,No,5
d1087,22/12/17,8064,Women,Boots,Coach,Pink,38,Yes,No,No,4
d1088,23/12/17,8090,Women,Stilettos,Tommy Hilfiger,White,41,Yes,Yes,Yes,1
d1089,24/12/17,9299,Women,Wedges,Kate Spade,Red,40,Yes,Yes,No,5
d1090,25/12/17,8631,Women,Boots,Aldo,Black,37,Yes,Yes,No,5
d1091,26/12/17,9059,Women,Boots,Adidas,Blue,37,Yes,No,No,5
d1092,27/12/17,8767,Women,Boots,Adidas,Blue,40,Yes,Yes,No,5
d1093,28/12/17,9478,Women,Stilettos,Tommy Hilfiger,White,38,Yes,Yes,No,4
d1094,29/12/17,9170,Women,Sneakers,Adidas,Blue,41,Yes,Yes,No,4
d1095,30/12/17,8970,Women,Sneakers,Coach,Pink,41,Yes,No,No,5
d1096,31/12/17,12351,Women,Sneakers,Aldo,Black,40,Yes,No,No,5
d1097,01/01/18,9866,Women,Flip Flops,Kate Spade,Red,37,Yes,No,No,4
d1098,02/01/18,10519,Women,Sneakers,Kate Spade,Red,39,Yes,No,Yes,1
d1099,03/01/18,11181,Women,Stilettos,Kate Spade,Red,40,Yes,No,No,5
d1100,04/01/18,14622,Women,Boots,Adidas,Blue,41,Yes,No,No,5
d1101,05/01/18,8585,Women,Sneakers,Coach,Pink,40,Yes,Yes,No,5
d1102,06/01/18,8721,Women,Flip Flops,Tommy Hilfiger,White,41,Yes,Yes,No,5
d1103,07/01/18,8176,Women,Boots,Tommy Hilfiger,White,37,Yes,No,Yes,1
d1104,08/01/18,8139,Women,Stilettos,Aldo,Black,40,Yes,No,No,5
d1105,09/01/18,7781,Women,Flip Flops,Tommy Hilfiger,White,39,Yes,Yes,No,4
d1106,10/01/18,9276,Women,Boots,Aldo,Black,37,Yes,Yes,No,4
d1107,11/01/18,10214,Women,Flip Flops,Coach,Pink,41,Yes,Yes,No,5
d1108,12/01/18,10962,Women,Flip Flops,Kate Spade,Red,41,Yes,No,No,5
d1109,13/01/18,9285,Women,Boots,Adidas,Blue,41,Yes,Yes,No,5
d1110,14/01/18,9522,Women,Boots,Adidas,Blue,40,Yes,No,No,5
d1111,15/01/18,9601,Women,Flip Flops,Adidas,Blue,41,Yes,No,Yes,1
d1112,16/01/18,9211,Women,Stilettos,Kate Spade,Red,39,Yes,No,No,4
d1113,17/01/18,8742,Women,Stilettos,Coach,Pink,39,Yes,No,Yes,1
d1114,18/01/18,9059,Women,Flip Flops,Tommy Hilfiger,White,40,Yes,Yes,No,5
d1115,19/01/18,10468,Women,Flip Flops,Tommy Hilfiger,White,41,Yes,No,No,4
d1116,20/01/18,9099,Women,Boots,Coach,Pink,39,Yes,No,No,4
d1117,21/01/18,8722,Women,Stilettos,Coach,Pink,38,Yes,No,No,5
d1118,22/01/18,8794,Women,Wedges,Tommy Hilfiger,White,41,Yes,No,No,5
d1119,23/01/18,9372,Women,Sneakers,Coach,Pink,39,Yes,No,No,5
d1120,24/01/18,9201,Women,Sneakers,Coach,Pink,37,Yes,Yes,No,5
d1121,25/01/18,9139,Women,Flip Flops,Adidas,Blue,37,Yes,No,Yes,1
d1122,26/01/18,8951,Women,Flip Flops,Tommy Hilfiger,White,38,No,No,No,4
d1123,27/01/18,9211,Women,Flip Flops,Aldo,Black,38,Yes,Yes,No,5
d1124,28/01/18,9288,Women,Boots,Tommy Hilfiger,White,37,Yes,No,No,5
d1125,29/01/18,9169,Women,Flip Flops,Tommy Hilfiger,White,41,Yes,No,No,5
d1126,30/01/18,8994,Women,Boots,Kate Spade,Red,41,Yes,Yes,No,5
d1127,31/01/18,8782,Women,Sneakers,Adidas,Blue,37,Yes,No,No,5
d1128,01/02/18,9362,Women,Sneakers,Tommy Hilfiger,White,39,Yes,No,No,5
d1129,02/02/18,8904,Women,Sneakers,Tommy Hilfiger,White,38,Yes,No,No,5
d1130,03/02/18,8888,Women,Sneakers,Adidas,Blue,40,Yes,No,Yes,1
d1131,04/02/18,8382,Women,Flip Flops,Coach,Pink,38,Yes,No,No,4
d1132,05/02/18,8970,Women,Stilettos,Adidas,Blue,39,Yes,No,No,4
d1133,06/02/18,9307,Women,Boots,Adidas,Blue,40,Yes,Yes,No,5
d1134,07/02/18,8966,Women,Flip Flops,Coach,Pink,37,Yes,Yes,No,5
d1135,08/02/18,9363,Women,Stilettos,Coach,Pink,41,Yes,Yes,No,5
d1136,09/02/18,9761,Women,Flip Flops,Kate Spade,Red,37,Yes,No,No,5
d1137,10/02/18,9321,Women,Flip Flops,Kate Spade,Red,37,Yes,Yes,No,5
d1138,11/02/18,8835,Women,Boots,Coach,Pink,39,Yes,No,No,5
d1139,12/02/18,8577,Women,Boots,Kate Spade,Red,37,Yes,No,No,5
d1140,13/02/18,8847,Women,Boots,Coach,Pink,37,Yes,No,Yes,1
d1141,14/02/18,9764,Women,Sneakers,Aldo,Black,41,Yes,No,No,4
d1142,15/02/18,9275,Women,Boots,Adidas,Blue,41,Yes,No,No,4
d1143,16/02/18,9003,Women,Boots,Tommy Hilfiger,White,38,Yes,Yes,No,5
d1144,17/02/18,8916,Women,Stilettos,Coach,Pink,37,Yes,No,No,5
d1145,18/02/18,5495,Women,Sneakers,Kate Spade,Red,37,Yes,Yes,No,5
d1146,19/02/18,5526,Women,Flip Flops,Aldo,Black,39,Yes,No,No,5
d1147,20/02/18,5113,Women,Sneakers,Kate Spade,Red,39,Yes,Yes,No,5
d1148,21/02/18,4737,Women,Boots,Adidas,Blue,39,Yes,Yes,No,5
d1149,22/02/18,5072,Women,Stilettos,Aldo,Black,40,Yes,No,No,5
d1150,23/02/18,4941,Women,Boots,Kate Spade,Red,40,Yes,No,Yes,1
d1151,24/02/18,4857,Women,Flip Flops,Coach,Pink,37,Yes,Yes,No,4
d1152,25/02/18,4849,Women,Boots,Tommy Hilfiger,White,38,Yes,No,No,4
d1153,26/02/18,5452,Women,Boots,Coach,Pink,38,Yes,No,No,5
d1154,27/02/18,5293,Women,Flip Flops,Adidas,Blue,39,Yes,No,No,5
d1155,28/02/18,4857,Women,Flip Flops,Tommy Hilfiger,White,38,Yes,No,No,5
d1156,01/03/18,4886,Women,Boots,Kate Spade,Red,37,Yes,No,No,5
d1157,02/03/18,4917,Women,Boots,Kate Spade,Red,37,Yes,No,No,5
d1158,03/03/18,5261,Women,Boots,Coach,Pink,38,Yes,No,No,5
d1159,04/03/18,4927,Women,Boots,Kate Spade,Red,37,Yes,No,No,5
d1160,05/03/18,5062,Women,Flip Flops,Kate Spade,Red,39,Yes,No,Yes,1
d1161,06/03/18,5581,Women,Wedges,Coach,Pink,41,Yes,Yes,No,4
d1162,07/03/18,5860,Women,Flip Flops,Coach,Pink,39,Yes,No,No,4
d1163,08/03/18,5227,Women,Boots,Adidas,Blue,38,Yes,No,Yes,1
d1164,09/03/18,5130,Women,Stilettos,Kate Spade,Red,38,Yes,Yes,No,5
d1165,10/03/18,5092,Women,Flip Flops,Coach,Pink,41,Yes,No,No,5
d1166,11/03/18,5288,Women,Flip Flops,Aldo,Black,41,Yes,Yes,Yes,1
d1167,12/03/18,4853,Women,Sneakers,Adidas,Blue,38,Yes,No,Yes,1
d1168,13/03/18,4740,Women,Flip Flops,Tommy Hilfiger,White,38,Yes,Yes,No,5
d1169,14/03/18,4626,Women,Flip Flops,Kate Spade,Red,40,Yes,No,Yes,1
d1170,15/03/18,4686,Women,Flip Flops,Kate Spade,Red,40,Yes,No,Yes,1
d1171,16/03/18,5228,Women,Flip Flops,Coach,Pink,39,Yes,Yes,Yes,1
d1172,17/03/18,4818,Women,Sneakers,Tommy Hilfiger,White,41,Yes,Yes,Yes,3
d1173,18/03/18,4993,Women,Flip Flops,Adidas,Blue,41,Yes,Yes,Yes,1
d1174,19/03/18,5067,Women,Wedges,Kate Spade,Red,41,Yes,No,No,5
d1175,20/03/18,5110,Women,Flip Flops,Coach,Pink,38,Yes,Yes,No,5
d1176,21/03/18,4848,Women,Flip Flops,Adidas,Blue,37,Yes,No,Yes,1
d1177,22/03/18,4634,Women,Flip Flops,Coach,Pink,38,Yes,No,Yes,1
d1178,23/03/18,4529,Women,Sneakers,Tommy Hilfiger,White,41,Yes,No,No,5
d1179,24/03/18,4956,Women,Sneakers,Tommy Hilfiger,White,38,Yes,Yes,Yes,1
d1180,25/03/18,5050,Women,Sneakers,Adidas,Blue,40,Yes,No,Yes,1
d1181,26/03/18,4547,Women,Sneakers,Kate Spade,Red,38,Yes,No,Yes,1
d1182,27/03/18,4663,Women,Flip Flops,Aldo,Black,37,Yes,Yes,Yes,3
d1183,28/03/18,5088,Women,Wedges,Tommy Hilfiger,White,41,Yes,No,Yes,1
d1184,29/03/18,5178,Women,Flip Flops,Adidas,Blue,41,Yes,No,No,5
d1185,30/03/18,5208,Women,Stilettos,Aldo,Black,39,Yes,Yes,No,5
d1186,31/03/18,5198,Women,Stilettos,Tommy Hilfiger,White,40,Yes,No,Yes,1
d1187,01/04/18,7680,Women,Sneakers,Aldo,Black,37,Yes,No,Yes,1
d1188,02/04/18,5781,Women,Sneakers,Kate Spade,Red,41,Yes,Yes,No,5
d1189,03/04/18,6181,Women,Boots,Coach,Pink,37,Yes,No,Yes,1
d1190,04/04/18,6852,Women,Flip Flops,Aldo,Black,37,Yes,No,Yes,1
d1191,05/04/18,8733,Women,Sneakers,Adidas,Blue,41,Yes,Yes,Yes,1
d1192,06/04/18,4597,Women,Flip Flops,Kate Spade,Red,40,Yes,Yes,No,3
d1193,07/04/18,4909,Women,Sneakers,Coach,Pink,38,Yes,No,Yes,1
d1194,08/04/18,4580,Women,Flip Flops,Tommy Hilfiger,White,40,Yes,Yes,No,5
d1195,09/04/18,4540,Women,Boots,Kate Spade,Red,41,Yes,No,No,5
d1196,10/04/18,4635,Women,Stilettos,Tommy Hilfiger,White,38,Yes,No,Yes,1
d1197,11/04/18,5446,Women,Stilettos,Aldo,Black,39,Yes,Yes,Yes,1
d1198,12/04/18,5552,Women,Sneakers,Tommy Hilfiger,White,37,Yes,Yes,No,5
d1199,13/04/18,6109,Women,Boots,Kate Spade,Red,37,Yes,Yes,Yes,1
d1200,14/04/18,5131,Women,Wedges,Coach,Pink,37,Yes,No,Yes,1
d1201,15/04/18,5420,Women,Stilettos,Adidas,Blue,38,Yes,No,Yes,1
d1202,16/04/18,5177,Women,Boots,Tommy Hilfiger,White,37,Yes,Yes,Yes,3
d1203,17/04/18,5152,Women,Boots,Adidas,Blue,41,Yes,No,No,4
d1204,18/04/18,4974,Women,Flip Flops,Aldo,Black,37,Yes,Yes,No,4
d1205,19/04/18,5209,Women,Stilettos,Coach,Pink,39,Yes,No,No,5
d1206,20/04/18,5616,Women,Sneakers,Tommy Hilfiger,White,38,Yes,Yes,Yes,1
d1207,21/04/18,5284,Women,Sneakers,Coach,Pink,38,Yes,No,Yes,3
d1208,22/04/18,5495,Women,Flip Flops,Adidas,Blue,39,Yes,No,Yes,2
d1209,23/04/18,5322,Women,Sneakers,Aldo,Black,38,Yes,Yes,Yes,1
d1210,24/04/18,5452,Women,Boots,Coach,Pink,40,Yes,Yes,No,5
d1211,25/04/18,5391,Women,Stilettos,Coach,Pink,38,Yes,No,No,5
d1212,26/04/18,5182,Women,Wedges,Coach,Pink,39,Yes,No,No,4
d1213,27/04/18,5538,Women,Boots,Tommy Hilfiger,White,37,Yes,Yes,No,4
d1214,28/04/18,5870,Women,Boots,Aldo,Black,40,Yes,Yes,No,4
d1215,29/04/18,5500,Women,Sneakers,Tommy Hilfiger,White,39,Yes,Yes,No,5
d1216,30/04/18,5586,Women,Boots,Coach,Pink,38,Yes,Yes,Yes,1
d1217,01/05/18,5387,Women,Flip Flops,Coach,Pink,37,Yes,Yes,Yes,3
d1218,02/05/18,5370,Women,Flip Flops,Aldo,Black,38,Yes,No,Yes,2
d1219,03/05/18,5359,Women,Flip Flops,Tommy Hilfiger,White,38,Yes,Yes,Yes,1
d1220,04/05/18,5128,Women,Sneakers,Aldo,Black,41,Yes,Yes,No,5
d1221,05/05/18,4914,Women,Stilettos,Tommy Hilfiger,White,38,Yes,No,No,5
d1222,06/05/18,4714,Women,Flip Flops,Coach,Pink,38,Yes,No,No,4
d1223,07/05/18,5548,Women,Boots,Tommy Hilfiger,White,38,Yes,Yes,No,5
d1224,08/05/18,5202,Women,Sneakers,Aldo,Black,38,Yes,No,No,5
d1225,09/05/18,5408,Women,Sneakers,Aldo,Black,38,Yes,Yes,No,5
d1226,10/05/18,5426,Women,Flip Flops,Tommy Hilfiger,White,37,Yes,No,No,5
d1227,11/05/18,5446,Women,Boots,Kate Spade,Red,41,No,Yes,No,5
d1228,12/05/18,5287,Women,Wedges,Aldo,Black,37,Yes,Yes,No,5
d1229,13/05/18,5002,Women,Flip Flops,Aldo,Black,39,Yes,No,No,5
d1230,14/05/18,5067,Women,Sneakers,Adidas,Blue,41,Yes,No,No,4
d1231,15/05/18,5085,Women,Flip Flops,Kate Spade,Red,40,Yes,No,Yes,2
d1232,16/05/18,5538,Women,Flip Flops,Aldo,Black,37,Yes,Yes,Yes,1
d1233,17/05/18,5295,Women,Flip Flops,Tommy Hilfiger,White,37,Yes,No,No,5
d1234,18/05/18,5570,Women,Sneakers,Aldo,Black,39,Yes,No,No,5
d1235,19/05/18,5485,Women,Sneakers,Tommy Hilfiger,White,38,Yes,No,No,5
d1236,20/05/18,5978,Women,Flip Flops,Coach,Pink,40,Yes,Yes,No,5
d1237,21/05/18,5945,Women,Stilettos,Tommy Hilfiger,White,41,Yes,No,No,5
d1238,22/05/18,5424,Women,Stilettos,Kate Spade,Red,40,Yes,No,No,5
d1239,23/05/18,8147,Women,Stilettos,Aldo,Black,37,Yes,No,No,5
d1240,24/05/18,6131,Women,Sneakers,Adidas,Blue,40,Yes,Yes,No,4
d1241,25/05/18,6303,Women,Stilettos,Tommy Hilfiger,White,41,Yes,No,Yes,2
d1242,26/05/18,7055,Women,Flip Flops,Adidas,Blue,37,Yes,Yes,Yes,1
d1243,27/05/18,9053,Women,Sneakers,Aldo,Black,37,Yes,No,No,5
d1244,28/05/18,5497,Women,Flip Flops,Kate Spade,Red,39,Yes,No,Yes,1
d1245,29/05/18,5195,Women,Boots,Adidas,Blue,38,Yes,No,No,5
d1246,30/05/18,4749,Women,Flip Flops,Coach,Pink,39,Yes,Yes,No,5
d1247,31/05/18,4801,Women,Sneakers,Aldo,Black,40,Yes,Yes,No,5
d1248,01/06/18,4824,Women,Flip Flops,Tommy Hilfiger,White,41,Yes,No,No,5
d1249,02/06/18,5499,Women,Boots,Coach,Pink,37,Yes,No,Yes,1
d1250,03/06/18,6097,Women,Boots,Tommy Hilfiger,White,37,Yes,Yes,Yes,1
d1251,04/06/18,6589,Women,Sneakers,Coach,Pink,41,Yes,No,Yes,1
d1252,05/06/18,5635,Women,Stilettos,Aldo,Black,40,Yes,No,Yes,1
d1253,06/06/18,6194,Women,Flip Flops,Adidas,Blue,40,Yes,Yes,No,5
d1254,07/06/18,5749,Women,Sneakers,Tommy Hilfiger,White,41,Yes,Yes,Yes,1
d1255,08/06/18,5503,Women,Boots,Aldo,Black,37,Yes,No,No,5
d1256,09/06/18,5507,Women,Flip Flops,Kate Spade,Red,40,Yes,No,No,5
d1257,10/06/18,5749,Women,Boots,Kate Spade,Red,38,Yes,Yes,No,5
d1258,11/06/18,6778,Women,Boots,Coach,Pink,37,Yes,No,No,5
d1259,12/06/18,5785,Women,Sneakers,Tommy Hilfiger,White,38,Yes,No,Yes,1
d1260,13/06/18,5428,Women,Flip Flops,Coach,Pink,40,Yes,No,Yes,1
